titulo,Ano lançamento,Descrição,Nota,Diretor,Votos,Genero
966,Death Note: Notas da Morte,2006,"
An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.",9.0,,"328,249","
Animation, Crime, Drama            "
967,Trolls,2016,"
After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",6.4,"Mike Mitchell, Walt Dohrn ","83,665","
Animation, Adventure, Comedy            "
968,A Casa Coruja,2020,"
Accidentally sent to the world of the Boiling Isles before a trip to summer camp, a teenage human named Luz longs to become a witch, with the rebellious Eda and pint-sized demon King at her aid.",8.4,,"12,850","
Animation, Action, Adventure            "
969,Moana - Um Mar de Aventuras,2016,"
In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6,"Ron Clements, John Musker, Don Hall, Chris Williams ","340,480","
Animation, Adventure, Comedy            "
970,Shrek 2,2004,"
Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",7.3,"Andrew Adamson, Kelly Asbury, Conrad Vernon ","468,741","
Animation, Adventure, Comedy            "
971,Hora de Aventura,2010,"
A twelve-year-old boy and his best friend, a wise twenty-eight-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",8.6,,"97,044","
Animation, Action, Adventure            "
972,Harley Quinn,2019,"
The series focuses on a single Harley Quinn, who sets off to make it on her own in Gotham City.",8.5,,"30,773","
Animation, Action, Adventure            "
973,Zootopia,2016,"
In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",8.0,"Byron Howard, Rich Moore, Jared Bush ","503,614","
Animation, Adventure, Comedy            "
974,Jujutsu Kaisen,2020,"
A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.",8.6,,"64,286","
Animation, Action, Adventure            "
975,O Rei do Pedaço,1997,"
A straight-laced propane salesman in Arlen, Texas tries to deal with the wacky antics of his family and friends, while also trying to keep his son in line.",7.5,,"53,897","
Animation, Comedy, Drama            "
976,Naruto,2002,"
Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.",8.4,,"104,775","
Animation, Action, Adventure            "
977,Kung Fu Panda,2008,"
To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",7.6,"Mark Osborne, John Stevenson ","475,373","
Animation, Action, Adventure            "
978,Os Incríveis,2004,"
While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",8.0,Brad Bird ,"742,701","
Animation, Action, Adventure            "
979,Star Wars Rebels,2014,"
A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights.",8.0,,"45,424","
Animation, Action, Adventure            "
980,Coraline e o Mundo Secreto,2009,"
An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",7.7,Henry Selick ,"234,833","
Animation, Drama, Family            "
981,Lightyear,2022,"
While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal his fuel source.",6.0,Angus MacLane ,"106,881","
Animation, Action, Adventure            "
982,Divertida Mente,2015,"
After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",8.2,"Pete Docter, Ronnie Del Carmen ","718,153","
Animation, Adventure, Comedy            "
983,Gravity Falls: Um Verão de Mistérios,2012,"
Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",8.9,,"111,056","
Animation, Action, Adventure            "
984,Blue Lock,2022,"
High school soccer players from across Japan gather for a controversial project designed to create the best and most egoistic striker in the world.",8.4,,"3,999","
Animation, Sport, Thriller            "
985,O Castelo Animado,2004,"
When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",8.2,Hayao Miyazaki ,"399,147","
Animation, Adventure, Family            "
986,Your Name.,2016,"
Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",8.4,Makoto Shinkai ,"272,073","
Animation, Drama, Fantasy            "
987,Toy Story,1995,"
A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.",8.3,John Lasseter ,"997,827","
Animation, Adventure, Comedy            "
988,Minions 2: A Origem de Gru,2022,"
The untold story of one twelve-year-old's dream to become the world's greatest supervillain.",6.6,"Kyle Balda, Brad Ableson, Jonathan del Val ","66,015","
Animation, Adventure, Comedy            "
989,Fullmetal Alchemist: Brotherhood,2009,"
Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.",9.1,,"170,634","
Animation, Action, Adventure            "
990,Mob Psycho 100,2016,"
A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.",8.6,,"34,110","
Animation, Action, Comedy            "
991,Mad God,2021,"
The Assassin travels through a nightmare underworld of tortured souls, ruined cities and wretched monstrosities forged from the primordial horrors of the unconscious mind of Phil Tippett, the world's preeminent stop-motion animator.",6.8,Phil Tippett ,"9,597","
Animation, Fantasy, Horror            "
992,Batman: A Série Animada,1992,"
The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.",9.0,,"105,442","
Animation, Action, Adventure            "
993,Black Clover,2017,"
Asta and Yuno were abandoned together at the same church and have been inseparable since. As children, they promised that they would compete against each other to see who would become the next Emperor Magus.",8.3,,"24,607","
Animation, Action, Adventure            "
994,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"
CG-animated feature film based on the superhero team",,"Jeff Rowe, Kyler Spears ",,"
Animation, Action, Adventure            "
995,Pokémon,1997,"
Ash Ketchum, his yellow pet Pikachu, and his human friends explore a world of powerful creatures. On Hulu Japan in the Japanese broadcast version. New card set 'Pokémon: Silver Tempest' available now.",7.5,,"43,994","
Animation, Action, Adventure            "
996,Gato de Botas e os Três Diabos,2012,"
Puss in Boots returns with the help of three kittens to rescue a precious ruby from the evil Whisperer.",6.8,Raman Hui ,"4,937","
Animation, Short, Adventure            "
997,Procurando Nemo,2003,"
After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.2,"Andrew Stanton, Lee Unkrich ","1,047,907","
Animation, Adventure, Comedy            "
998,Festa da Salsicha,2016,"
A sausage strives to discover the truth about his existence.",6.1,"Greg Tiernan, Conrad Vernon ","197,316","
Animation, Adventure, Comedy            "
999,Avatar: A Lenda de Korra,2012,"
Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.",8.4,,"123,555","
Animation, Action, Adventure            "
1000,Avatar: O Caminho da Água,2022,"
Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",7.9,James Cameron ,"239,678","
Action, Adventure, Fantasy            "
1001,The Last of Us,2023,"
Joel and Ellie, a pair connected through the harshness of the world they live in, are forced to endure brutal circumstances and ruthless killers on a trek across post-pandemic America.",9.4,,"47,721","
Action, Adventure, Drama            "
1002,Gato de Botas 2: O Último Pedido,2022,"
Puss in Boots discovers that his passion for adventure has taken its toll: he has burned through eight of his nine lives. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",7.8,"Joel Crawford, Januel Mercado ","35,313","
Animation, Adventure, Comedy            "
1003,Tudo em Todo Lugar ao Mesmo Tempo,2022,"
A middle-aged Chinese immigrant is swept up in an insane adventure in which she alone can save existence by exploring other universes connecting with the lives she could have led.",8.0,"Dan Kwan, Daniel Scheinert ","287,667","
Action, Adventure, Comedy            "
1004,Homem-Formiga e a Vespa: Quantumania,2023,"
Scott Lang and Hope Van Dyne, along with Hank Pym and Janet Van Dyne, explore the Quantum Realm, where they interact with strange creatures and embark on an adventure that goes beyond the limits of what they thought was possible.",,Peyton Reed ,,"
Action, Adventure, Comedy            "
1005,Willow,2022,"
20 years after vanquishing the wicked queen Bavmorda, the sorcerer Willow Ufgood leads a group of misfits on a dangerous rescue mission into the unknown.",5.5,,"22,934","
Action, Adventure, Drama            "
1006,Vikings: Valhalla,2022,"
Follow-up series to 'Vikings' set 100 years afterward and centering on the adventures of Leif Erikson, Freydis, Harald Hardrada and the Norman King William the Conqueror.",7.2,,"43,274","
Action, Adventure, Drama            "
1007,Game of Thrones,2011,"
Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",9.2,,"2,108,585","
Action, Adventure, Drama            "
